Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
458,Klay Thompson,SG,32,GSW,65,65,33.1,7.8,18,0.433,4.3,10.5,0.408,3.5,7.6,0.468,0.552,1.7,1.9,0.873,0.6,3.6,4.2,2.4,0.7,0.4,1.8,1.9,21.6
459,JT Thor,PF,20,CHO,64,4,12.7,1.3,3,0.415,0.5,1.5,0.303,0.8,1.5,0.531,0.492,0.4,0.6,0.649,0.5,1.5,2,0.5,0.3,0.3,0.5,1,3.4
460,Matisse Thybulle,SG,25,TOT,69,26,16.6,1.6,3.5,0.44,0.8,2.1,0.364,0.8,1.4,0.55,0.547,0.2,0.4,0.654,0.6,1.4,1.9,0.8,1.1,0.4,0.3,1.5,4.1
460,Matisse Thybulle,SG,25,PHI,49,6,12.1,1,2.4,0.431,0.4,1.3,0.333,0.6,1.1,0.547,0.522,0.2,0.2,0.75,0.4,0.9,1.3,0.5,0.9,0.3,0.2,1.3,2.7
460,Matisse Thybulle,SG,25,POR,20,20,27.8,2.9,6.4,0.449,1.6,4,0.388,1.3,2.4,0.553,0.571,0.4,0.7,0.571,1,2.6,3.6,1.5,1.7,0.8,0.7,2.1,7.7
461,Xavier Tillman Sr.,PF,24,MEM,57,26,19.1,3.1,4.9,0.621,0.1,0.3,0.267,3,4.7,0.64,0.628,0.8,1.5,0.56,1.9,3,4.9,1.6,0.9,0.5,0.7,1.6,7
462,Isaiah Todd,PF,21,WAS,4,0,3.3,0.3,1,0.25,0,0.8,0,0.3,0.3,1,0.25,0,0,,0,0,0,0,0,0,0,0,0.5
463,Obi Toppin,PF,24,NYK,62,0,14.4,2.3,5.6,0.418,1.1,3.4,0.327,1.2,2.2,0.559,0.517,0.5,0.6,0.784,0.4,2.3,2.8,0.8,0.3,0.2,0.5,0.9,6.3
464,Juan Toscano-Anderson,SF,29,TOT,46,8,12.5,1.2,2.3,0.495,0.1,0.7,0.2,1,1.7,0.61,0.523,0.3,0.4,0.789,0.5,1.7,2.2,1,0.3,0.2,0.6,1.4,2.8
464,Juan Toscano-Anderson,SF,29,LAL,30,7,12.2,1.1,2.2,0.5,0.1,0.7,0.2,1,1.5,0.63,0.53,0.4,0.5,0.733,0.5,1.6,2,0.8,0.3,0.2,0.6,1.5,2.7
464,Juan Toscano-Anderson,SF,29,UTA,16,1,13.2,1.3,2.6,0.488,0.1,0.6,0.2,1.1,1.9,0.581,0.512,0.3,0.3,1,0.4,2.1,2.5,1.2,0.3,0.1,0.6,1.3,2.9
465,Karl-Anthony Towns,PF,27,MIN,24,24,33.4,7.3,14.8,0.494,2,5.8,0.353,5.3,9,0.586,0.564,4.1,4.6,0.891,1.6,6.3,7.9,5,0.8,0.6,3.2,3.8,20.7
466,Gary Trent Jr.,SG,24,TOR,63,43,32.6,6.3,14.4,0.434,2.6,6.9,0.371,3.7,7.5,0.494,0.524,2.6,3.1,0.838,0.5,2.2,2.7,1.6,1.6,0.2,0.8,1.6,17.7
467,P.J. Tucker,PF,37,PHI,71,71,25.6,1.2,2.9,0.417,0.7,1.8,0.378,0.5,1.1,0.481,0.534,0.3,0.3,0.826,1.3,2.7,4,0.8,0.5,0.2,0.6,2.4,3.4
468,Myles Turner,C,26,IND,62,62,29.4,6.5,11.8,0.548,1.5,4,0.373,5,7.8,0.638,0.612,3.5,4.5,0.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18
469,Stanley Umude,SG,23,DET,1,0,2,0,1,0,0,1,0,0,0,,0,2,2,1,0,0,0,0,1,1,0,0,2
470,Jonas Valančiūnas,C,30,NOP,73,73,25,5.7,10.3,0.553,0.5,1.4,0.346,5.2,8.9,0.586,0.577,2.3,2.9,0.818,2.8,7.3,10.1,1.8,0.3,0.6,2.1,3.1,14.3
471,Jarred Vanderbilt,PF,23,TOT,72,59,24.4,3.2,5.9,0.546,0.3,1.1,0.305,2.9,4.7,0.604,0.576,1.3,1.8,0.692,2.3,5.5,7.7,2.5,1.1,0.3,1.3,2.5,8
471,Jarred Vanderbilt,PF,23,UTA,52,41,24.1,3.3,6,0.556,0.4,1.1,0.333,3,4.9,0.606,0.587,1.3,2,0.657,2.3,5.5,7.9,2.7,1,0.3,1.3,2.6,8.3
471,Jarred Vanderbilt,PF,23,LAL,20,18,25.2,2.9,5.6,0.518,0.3,1.3,0.24,2.6,4.4,0.598,0.545,1.3,1.6,0.806,2.1,5.4,7.4,1.8,1.3,0.3,1.3,2.4,7.4
472,Fred VanVleet,PG,28,TOR,64,64,36.9,6.5,16.3,0.398,3.1,8.8,0.349,3.4,7.5,0.457,0.493,3.6,4,0.896,0.4,3.7,4.1,7,1.8,0.6,2,2.8,19.7
473,Devin Vassell,SG,22,SAS,38,32,31,6.9,15.7,0.439,2.7,7,0.387,4.2,8.7,0.48,0.525,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5
474,Gabe Vincent,PG,26,MIA,63,29,26.1,3.3,8.3,0.401,1.7,5.2,0.332,1.6,3.2,0.512,0.504,1.1,1.2,0.882,0.4,1.7,2.1,2.4,0.9,0.1,1.4,2.3,9.5
475,Noah Vonleh,C,27,BOS,23,1,7.4,0.5,1,0.458,0,0.2,0.25,0.4,0.9,0.5,0.479,0.1,0.1,1,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1
476,Nikola Vučević,C,32,CHI,76,76,33.8,7.3,14.1,0.519,1.6,4.4,0.356,5.7,9.7,0.592,0.574,1.6,1.9,0.832,2,9.1,11.1,3.3,0.7,0.7,1.8,2.3,17.7
477,Dean Wade,PF,26,CLE,39,9,19.9,1.6,3.9,0.408,1,2.8,0.349,0.6,1.1,0.558,0.533,0.4,0.6,0.652,0.4,2.9,3.3,0.8,0.6,0.5,0.4,2.1,4.5
478,Franz Wagner,SF,21,ORL,75,75,33,6.9,14.1,0.487,1.7,4.6,0.362,5.2,9.5,0.549,0.547,3.4,4,0.837,0.9,3.2,4.1,3.6,0.9,0.2,2.1,2.3,18.8
479,Moritz Wagner,C,25,ORL,53,17,19.9,3.6,7.1,0.5,0.9,2.9,0.308,2.7,4.2,0.635,0.563,2.8,3.4,0.843,1.3,3.4,4.7,1.5,0.7,0.2,1.2,2.4,10.9
480,Ish Wainright,SF,28,PHO,55,1,15.3,1.5,3.8,0.381,1,2.9,0.342,0.5,0.9,0.5,0.51,0.5,0.5,0.862,0.8,1.5,2.3,0.9,0.7,0.3,0.4,2,4.3
481,Jabari Walker,SF,20,POR,50,0,9.8,1.2,2.8,0.429,0.2,0.7,0.229,1,2.1,0.495,0.457,0.6,0.7,0.784,0.8,1.3,2.1,0.5,0.2,0.2,0.4,1,3.1
482,Kemba Walker,PG,32,DAL,9,1,16,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,0.482,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8
483,Lonnie Walker IV,SG,24,LAL,54,32,23.8,4.3,9.7,0.446,1.6,4.6,0.36,2.7,5.1,0.522,0.531,1.7,2,0.858,0.3,1.7,2,1.2,0.6,0.3,0.9,1.3,12
484,John Wall,PG,32,LAC,34,3,22.2,4.1,9.9,0.408,1,3.2,0.303,3.1,6.7,0.459,0.457,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4
485,T.J. Warren,PF-SF,29,TOT,39,0,16.6,3.3,6.6,0.496,0.5,1.6,0.328,2.8,5.1,0.548,0.535,0.7,0.9,0.8,0.6,2.3,2.8,0.9,0.5,0.3,0.5,1.6,7.8
485,T.J. Warren,PF,29,BRK,26,0,18.8,3.9,7.7,0.51,0.6,1.8,0.333,3.3,5.8,0.566,0.55,1,1.3,0.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5
485,T.J. Warren,SF,29,PHO,13,0,12.2,2,4.5,0.448,0.3,1,0.308,1.7,3.5,0.489,0.483,0.1,0.2,0.5,0.8,2.2,3,0.5,0.4,0.3,0.2,1.2,4.4
486,Duane Washington Jr.,SG,22,PHO,31,3,12.7,3,8.3,0.367,1.3,3.6,0.36,1.7,4.7,0.372,0.445,0.5,0.8,0.667,0.1,1.1,1.2,2,0.2,0.1,1.1,0.7,7.9
487,P.J. Washington,PF,24,CHO,72,72,32.9,6,13.5,0.443,2,5.9,0.347,3.9,7.6,0.518,0.519,1.8,2.4,0.73,1,3.9,4.9,2.4,0.9,1.1,1.5,2.7,15.8
488,TyTy Washington Jr.,PG,21,HOU,30,2,13.7,1.8,5.2,0.355,0.6,2.6,0.218,1.3,2.6,0.494,0.41,0.3,0.5,0.625,0.1,1.3,1.4,1.6,0.4,0.1,0.5,0.9,4.6
489,Yuta Watanabe,SF,28,BRK,53,0,16.5,2,4.1,0.498,1,2.3,0.446,1,1.8,0.564,0.623,0.6,0.8,0.733,0.5,1.9,2.5,0.8,0.5,0.3,0.4,1.4,5.7
490,Lindy Waters III,SG,25,OKC,37,0,12.8,1.6,4.2,0.394,1.4,3.8,0.366,0.2,0.4,0.692,0.561,0.4,0.5,0.833,0.3,1.4,1.7,0.7,0.3,0.2,0.3,1,5.1
491,Trendon Watford,PF,22,POR,57,7,18.9,2.6,4.8,0.557,0.4,1,0.4,2.3,3.8,0.597,0.598,1.1,1.5,0.735,0.7,3.1,3.8,2,0.5,0.2,1.1,1.9,6.8
492,Peyton Watson,SG,20,DEN,16,0,3.1,0.8,1.4,0.565,0.3,0.4,0.667,0.6,1.1,0.529,0.652,0,0.1,0,0.2,0.3,0.5,0.1,0,0.1,0.1,0.2,1.9
493,Blake Wesley,SG,19,SAS,31,1,16.9,1.7,5.5,0.31,0.5,1.4,0.372,1.2,4.1,0.289,0.357,0.8,1.3,0.625,0.3,1.7,2,2.5,0.6,0.1,1.6,1.8,4.7
494,Russell Westbrook,PG,34,TOT,68,19,29,5.9,13.5,0.433,1.2,3.9,0.301,4.7,9.6,0.486,0.476,2.9,4.4,0.658,1.2,4.7,5.9,7.5,1.1,0.4,3.5,2.3,15.8
494,Russell Westbrook,PG,34,LAL,52,3,28.7,5.8,14,0.417,1.2,4.1,0.296,4.6,9.9,0.467,0.46,3,4.6,0.655,1.1,5,6.2,7.5,1,0.4,3.5,2.3,15.9
494,Russell Westbrook,PG,34,LAC,16,16,30.3,5.9,11.9,0.492,1.1,3.3,0.321,4.8,8.6,0.558,0.537,2.5,3.8,0.667,1.3,3.7,4.9,7.5,1.2,0.4,3.6,2.2,15.3
495,Coby White,SG,22,CHI,68,1,23.1,3.4,7.8,0.432,1.7,4.7,0.371,1.6,3.2,0.521,0.542,0.8,1,0.864,0.2,2.5,2.7,2.6,0.8,0.1,0.9,1.7,9.3
496,Derrick White,SG,28,BOS,76,64,28.3,4.2,9.1,0.463,1.8,4.7,0.387,2.4,4.4,0.544,0.563,2,2.3,0.874,0.6,2.9,3.5,4,0.7,0.9,1.1,2.2,12.3
497,Jack White,SF,25,DEN,16,0,3.2,0.4,1,0.438,0.2,0.5,0.375,0.3,0.5,0.5,0.531,0.1,0.2,0.667,0.2,0.4,0.6,0.2,0.1,0.1,0.1,0.5,1.2
498,Joe Wieskamp,SF,23,TOR,5,0,6,0.6,1.6,0.375,0.6,1.4,0.429,0,0.2,0,0.563,0,0,,0,0.4,0.4,0.2,0,0,0.2,0.4,1.8
499,Aaron Wiggins,SG,24,OKC,65,14,18.2,2.5,5,0.5,0.7,1.7,0.391,1.9,3.4,0.555,0.566,0.8,1,0.806,1,2,3,1.2,0.5,0.2,0.8,1.5,6.5
500,Andrew Wiggins,SF,27,GSW,37,37,32.2,6.8,14.3,0.473,2.4,6.1,0.396,4.4,8.2,0.53,0.557,1.2,1.9,0.611,1.6,3.4,5,2.3,1.2,0.8,1.3,2.9,17.1
501,Lindell Wigginton,PG,24,MIL,5,0,3.6,0.6,1.8,0.333,0,0.8,0,0.6,1,0.6,0.333,0.4,0.4,1,0,0.2,0.2,0.4,0,0,0.4,0.4,1.6
502,Alondes Williams,SG,23,BRK,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,2,1,0
503,Grant Williams,PF,24,BOS,73,22,26.5,2.8,6.1,0.453,1.5,3.8,0.398,1.3,2.4,0.54,0.575,1.2,1.6,0.789,1.1,3.6,4.7,1.7,0.6,0.4,1.1,2.5,8.3
504,Jalen Williams,SG,21,OKC,71,58,30.3,5.5,10.5,0.524,1,2.7,0.359,4.5,7.8,0.581,0.57,2.1,2.6,0.805,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1
505,Jaylin Williams,PF,20,OKC,45,32,18.6,2.1,4.9,0.434,0.9,2.3,0.398,1.2,2.6,0.466,0.527,0.8,1.1,0.7,0.8,4.1,4.9,1.5,0.5,0.3,0.7,2.3,5.9
506,Kenrich Williams,PF,28,OKC,53,10,22.8,3.4,6.5,0.517,0.9,2.5,0.373,2.4,4,0.608,0.59,0.3,0.7,0.436,1.8,3.1,4.9,2,0.8,0.3,0.6,2.1,8
507,Mark Williams,C,21,CHO,39,13,18.2,3.5,5.5,0.638,0,0,,3.5,5.5,0.638,0.638,1.5,2.3,0.682,2.1,4.6,6.7,0.5,0.6,1.1,0.9,2.1,8.5
508,Patrick Williams,PF,21,CHI,76,63,28.4,3.8,8.1,0.464,1.4,3.3,0.412,2.4,4.8,0.499,0.547,1.1,1.3,0.867,0.9,3.1,4,1.2,0.9,0.8,1.3,1.8,10
509,Robert Williams,C,25,BOS,32,18,23.4,3.7,4.9,0.741,0,0,0,3.7,4.9,0.745,0.741,0.7,1.1,0.639,3,5.4,8.4,1.4,0.6,1.3,0.9,2,8
510,Vince Williams Jr.,SG,22,MEM,11,0,4.7,0.4,1.3,0.286,0.2,0.9,0.2,0.2,0.4,0.5,0.357,0,0,,0.2,0.5,0.6,0.3,0.4,0.1,0.1,0.5,0.9
511,Ziaire Williams,SF,21,MEM,36,3,14.7,2.1,4.9,0.424,0.6,2.5,0.247,1.5,2.4,0.602,0.486,0.4,0.5,0.778,0.4,1.7,2.1,0.7,0.4,0.1,1,1.6,5.2
512,Zion Williamson,PF,22,NOP,29,29,33,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,0.615,6.1,8.6,0.714,2,5,7,4.6,1.1,0.6,3.4,2.2,26
513,Dylan Windler,SF,26,CLE,3,0,3.3,0.7,1,0.667,0.3,0.7,0.5,0.3,0.3,1,0.833,0,0,,0,0,0,0.3,0.3,0,0.3,0,1.7
514,Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1,0.714,1.7,3.3,5,3.4,1,0.4,1.5,3.1,6.8
515,James Wiseman,C,21,TOT,39,16,18.7,4.2,7.3,0.577,0.1,0.4,0.235,4.1,6.9,0.599,0.584,1.3,1.9,0.684,1.6,4.3,5.9,0.6,0.2,0.6,1.2,2.3,9.9
515,James Wiseman,C,21,GSW,21,0,12.5,2.8,4.5,0.628,0,0.1,0.5,2.8,4.4,0.63,0.633,1.2,1.8,0.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,1.9,6.9
515,James Wiseman,C,21,DET,18,16,26,5.9,10.7,0.552,0.2,0.8,0.2,5.7,9.8,0.582,0.56,1.4,2.1,0.684,2.5,6.2,8.7,0.6,0.2,0.8,1.8,2.8,13.4
516,Christian Wood,C,27,DAL,64,17,26.1,6,11.5,0.518,1.5,4.2,0.368,4.5,7.4,0.603,0.585,3.3,4.2,0.778,1.3,6.1,7.4,1.8,0.5,1,1.8,2.6,16.8
517,Delon Wright,PG,30,WAS,47,11,24.2,2.6,5.5,0.473,0.8,2.3,0.352,1.8,3.2,0.559,0.546,1,1.1,0.865,1.1,2.2,3.4,3.8,1.9,0.4,0.9,1.2,7
518,McKinley Wright IV,PG,24,DAL,25,1,11.3,1.4,3,0.473,0.3,0.9,0.318,1.1,2.1,0.538,0.52,0.4,0.6,0.688,0.3,1.3,1.6,2,0.3,0.2,0.7,0.8,3.5
519,Thaddeus Young,PF,34,TOR,54,9,14.7,2,3.7,0.545,0.1,0.6,0.176,1.9,3,0.622,0.561,0.3,0.5,0.692,1.3,1.8,3.1,1.4,1,0.1,0.8,1.6,4.4
520,Trae Young,PG,24,ATL,69,69,34.6,8.3,19.3,0.432,2.2,6.4,0.345,6.1,12.9,0.475,0.489,7.6,8.6,0.884,0.8,2.2,3,10,1.1,0.1,4.1,1.5,26.5
521,Omer Yurtseven,C,24,MIA,6,0,6.2,0.8,1.5,0.556,0,0.2,0,0.8,1.3,0.625,0.556,0.3,0.5,0.667,0.7,0.8,1.5,0,0.2,0.2,0.2,1,2
522,Cody Zeller,C,30,MIA,12,0,12.8,1.5,2.8,0.529,0,0.1,0,1.5,2.8,0.545,0.529,1.6,2.3,0.704,1.7,2.3,3.9,0.6,0.2,0.3,0.9,2.2,4.6
523,Ivica Zubac,C,25,LAC,71,71,28.6,4.2,6.7,0.63,0,0,0,4.2,6.6,0.633,0.63,2.1,3.1,0.689,3.1,6.8,9.9,1.1,0.4,1.3,1.6,2.9,10.5
