Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
259,Luke Kennard,SG,26,LAC,35,11,20.7,2.8,6,0.464,1.7,3.8,0.447,1.1,2.3,0.494,0.604,0.5,0.6,0.95,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8
259,Luke Kennard,SG,26,MEM,20,1,23.2,3.5,6.7,0.519,2.8,5.2,0.544,0.7,1.5,0.433,0.729,0.8,0.9,0.941,0.4,2.5,2.9,2.2,0.6,0.1,0.6,1.4,10.5
260,Walker Kessler,C,21,UTA,72,38,22.9,4,5.5,0.72,0,0,0.5,3.9,5.5,0.721,0.721,1.1,2.2,0.522,3.1,5.3,8.4,0.9,0.4,2.4,0.8,2.3,9.1
261,Braxton Key,SF,25,DET,3,0,3,0.3,0.3,1,0,0,,0.3,0.3,1,1,0.7,0.7,1,0,0.3,0.3,0,0,0,0,0,1.3
262,Corey Kispert,SF,23,WAS,68,39,28.1,3.7,7.4,0.495,2.1,4.9,0.423,1.6,2.6,0.632,0.634,0.9,1.1,0.851,0.4,2.3,2.8,1.2,0.5,0.1,0.8,1.3,10.3
263,Maxi Kleber,C,31,DAL,34,5,25.9,2.1,4.6,0.456,1.1,3.1,0.352,1,1.6,0.66,0.573,0.8,1.1,0.703,0.9,2.9,3.7,1.3,0.3,0.9,0.7,2.4,6.1
264,Nathan Knight,PF,25,MIN,36,0,7.9,1.2,2.2,0.564,0.2,0.6,0.364,1,1.6,0.643,0.615,1.1,1.5,0.691,0.6,0.9,1.5,0.4,0.3,0.2,0.5,1,3.7
265,Kevin Knox,PF-SF,23,TOT,57,2,13.6,2,4.4,0.462,0.9,2.6,0.342,1.1,1.8,0.637,0.564,0.5,0.7,0.816,0.5,2.1,2.6,0.4,0.3,0.2,0.7,1.6,5.5
265,Kevin Knox,PF,23,DET,42,1,14.1,2,4.3,0.469,1,2.8,0.371,1,1.5,0.651,0.589,0.6,0.8,0.788,0.5,2.1,2.6,0.4,0.3,0.3,0.8,1.8,5.6
265,Kevin Knox,SF,23,POR,15,1,12.3,2.1,4.8,0.444,0.5,2.2,0.242,1.6,2.6,0.615,0.5,0.3,0.3,1,0.6,2.1,2.7,0.5,0.3,0,0.4,1.1,5.1
266,Christian Koloko,C,22,TOR,52,19,14.1,1.2,2.6,0.463,0,0.2,0.1,1.2,2.4,0.492,0.467,0.7,1.1,0.655,1.5,1.6,3,0.5,0.4,1.1,0.3,2.3,3.1
267,John Konchar,SG,26,MEM,67,22,20.8,1.9,4.4,0.423,0.9,2.5,0.347,1,1.9,0.523,0.522,0.4,0.5,0.8,0.8,3.4,4.2,1.3,1,0.3,0.5,1.6,5.1
268,Furkan Korkmaz,SG,25,PHI,33,0,8.9,1.2,2.8,0.44,0.4,1.1,0.351,0.8,1.6,0.5,0.511,0.7,1,0.706,0.2,0.8,1,0.6,0.2,0.1,0.6,0.4,3.5
269,Luke Kornet,C,27,BOS,63,0,11.4,1.7,2.4,0.693,0,0.2,0.273,1.6,2.2,0.727,0.703,0.5,0.6,0.811,1.3,1.5,2.8,0.7,0.2,0.7,0.4,1.2,3.8
270,Vit Krejci,PG,22,ATL,25,0,5.4,0.5,1.2,0.419,0.2,0.7,0.278,0.3,0.5,0.615,0.5,0,0.1,0.5,0.1,0.6,0.7,0.5,0.1,0,0.2,0.6,1.3
271,Jonathan Kuminga,PF,20,GSW,62,14,20.7,3.8,7.4,0.516,0.8,2.2,0.358,3,5.2,0.584,0.57,1.3,2,0.65,1,2.3,3.3,1.8,0.6,0.5,1.4,2.4,9.7
272,Kyle Kuzma,PF,27,WAS,64,64,35,8,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,0.518,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3,2.3,21.2
273,Anthony Lamb,SF,25,GSW,57,3,19.8,2.5,5.2,0.471,1.3,3.4,0.376,1.2,1.8,0.65,0.594,0.7,1,0.75,0.9,2.5,3.4,1.6,0.5,0.3,0.9,2.2,6.9
274,Jock Landale,C,27,PHO,65,3,14.2,2.5,4.8,0.523,0.3,1.3,0.244,2.2,3.5,0.623,0.555,1.2,1.6,0.765,1.7,2.3,4,1,0.2,0.5,0.9,1.9,6.5
275,Romeo Langford,SG,23,SAS,39,21,20.1,3,6.3,0.478,0.4,1.5,0.281,2.6,4.8,0.537,0.51,0.8,1.3,0.673,1.4,1.4,2.8,1.2,0.5,0.3,0.6,1.7,7.3
276,Jake LaRavia,PF,21,MEM,34,0,12.1,1.1,2.8,0.389,0.7,2.1,0.338,0.4,0.7,0.542,0.516,0.2,0.3,0.778,0.6,1.3,1.9,0.6,0.4,0.1,0.5,1.4,3.1
277,Zach LaVine,SG,27,CHI,72,72,36.2,8.8,18,0.486,2.7,7.1,0.382,6.1,10.9,0.553,0.561,4.7,5.6,0.848,0.6,4,4.6,4.2,0.9,0.2,2.6,2.1,25
278,A.J. Lawson,SG,22,TOT,13,0,4.8,1,2,0.5,0.5,1.2,0.438,0.5,0.8,0.6,0.635,0.1,0.2,0.333,0.2,0.6,0.8,0.1,0.1,0,0.1,0.6,2.6
278,A.J. Lawson,SG,22,MIN,1,0,2,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,0,0,0,1,2
278,A.J. Lawson,SG,22,DAL,12,0,5.1,1,2.1,0.48,0.6,1.3,0.438,0.4,0.8,0.556,0.62,0.1,0.3,0.333,0.2,0.6,0.8,0.1,0.1,0,0.1,0.6,2.7
279,Damion Lee,SG,30,PHO,71,5,20.5,2.7,6.1,0.446,1.5,3.4,0.448,1.2,2.7,0.443,0.57,1.3,1.4,0.902,0.5,2.5,3,1.4,0.4,0.1,1,1.6,8.3
280,Saben Lee,PG,23,TOT,22,0,13.7,1.7,4,0.42,0.3,0.9,0.35,1.4,3.1,0.441,0.46,1.6,2.1,0.766,0.5,1.2,1.7,2.5,0.7,0,1,1.2,5.3
280,Saben Lee,PG,23,PHI,2,0,5,1.5,2,0.75,0,0.5,0,1.5,1.5,1,0.75,0,0,,0,0,0,1,0.5,0,1.5,0.5,3
280,Saben Lee,PG,23,PHO,20,0,14.6,1.7,4.2,0.405,0.4,1,0.368,1.4,3.3,0.415,0.446,1.8,2.4,0.766,0.6,1.3,1.9,2.7,0.7,0.1,1,1.3,5.6
281,Alex Len,C,29,SAC,20,1,4.1,0.4,0.9,0.471,0,0.1,0,0.4,0.8,0.533,0.471,0.3,0.5,0.6,0.3,1.1,1.4,0.3,0.1,0.2,0.5,0.8,1.1
282,Kawhi Leonard,SF,31,LAC,47,45,33.6,8.5,16.6,0.513,1.9,4.7,0.414,6.6,11.9,0.553,0.572,4.7,5.4,0.869,1.1,5.2,6.3,4,1.5,0.5,1.6,1.6,23.6
283,Meyers Leonard,C,30,MIL,6,0,8.5,1.3,2.3,0.571,0.8,1.7,0.5,0.5,0.7,0.75,0.75,0.5,0.7,0.75,0.3,1.8,2.2,0,0.2,0,0.3,1.2,4
284,Caris LeVert,SG,28,CLE,71,29,30,4.3,10,0.427,1.6,4.3,0.38,2.6,5.7,0.462,0.508,1.8,2.5,0.72,0.7,3.1,3.8,3.9,1,0.3,1.6,2.3,11.9
285,Kira Lewis Jr.,PG,21,NOP,24,0,9.7,1.7,3.7,0.455,0.6,1.4,0.441,1,2.3,0.463,0.54,0.7,0.8,0.85,0.2,1.2,1.4,1,0.4,0.1,0.4,1,4.7
286,Damian Lillard,PG,32,POR,58,58,36.3,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,0.564,8.8,9.6,0.914,0.8,4,4.8,7.3,0.9,0.3,3.3,1.9,32.2
287,Nassir Little,SF,22,POR,53,4,18.2,2.5,5.6,0.441,1.1,2.9,0.359,1.4,2.7,0.531,0.535,0.6,0.8,0.727,0.5,2.1,2.6,0.9,0.4,0.4,0.7,1.2,6.6
288,Isaiah Livers,PF,24,DET,49,19,22.8,2.2,5.4,0.413,1.3,3.8,0.349,0.9,1.6,0.564,0.536,0.5,0.7,0.788,0.5,2.1,2.7,0.8,0.6,0.5,0.6,1.9,6.3
289,Kenneth Lofton Jr.,PF,20,MEM,19,0,5.5,1.4,2.9,0.482,0.3,0.6,0.417,1.2,2.3,0.5,0.527,0.4,0.7,0.538,0.5,1,1.5,0.9,0.2,0.1,0.3,1,3.5
290,Kevon Looney,C,26,GSW,77,67,23.8,3,4.7,0.636,0,0,0,3,4.7,0.638,0.636,1.2,1.9,0.6,3.3,5.8,9.1,2.5,0.6,0.6,0.6,2.8,7.2
291,Brook Lopez,C,34,MIL,74,74,30.5,6,11.5,0.526,1.8,4.8,0.372,4.3,6.7,0.635,0.603,1.9,2.4,0.781,2,4.8,6.8,1.3,0.5,2.5,1.4,2.6,15.7
292,Robin Lopez,C,34,CLE,34,1,7.5,1.1,1.8,0.65,0.1,0.1,0.667,1.1,1.7,0.649,0.667,0.4,0.5,0.75,0.6,0.7,1.3,0.4,0,0.2,0.6,1,2.7
293,Kevin Love,PF,34,TOT,58,20,20.3,2.6,6.8,0.384,1.6,4.8,0.332,1,2.1,0.504,0.5,1.3,1.4,0.88,1,5.6,6.5,1.9,0.3,0.2,1.1,1.6,8.1
293,Kevin Love,PF,34,CLE,41,3,20,2.7,7,0.389,1.7,4.8,0.354,1,2.2,0.467,0.511,1.4,1.5,0.889,1,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5
293,Kevin Love,PF,34,MIA,17,17,20.8,2.4,6.5,0.369,1.4,4.8,0.28,1.1,1.7,0.621,0.473,1,1.2,0.85,0.8,5,5.8,1.9,0.5,0.2,1.1,1.6,7.2
294,Kyle Lowry,PG,36,MIA,51,44,32.1,3.7,9.1,0.404,2,5.8,0.346,1.7,3.3,0.506,0.514,2.1,2.5,0.858,0.8,3.4,4.2,5.1,1.1,0.4,1.9,2.7,11.5
295,Trey Lyles,PF,27,SAC,68,0,16.9,2.5,5.5,0.464,1.2,3.2,0.367,1.4,2.3,0.6,0.571,1.5,1.8,0.815,0.9,3.1,4,0.9,0.4,0.4,0.9,1.3,7.8
296,Théo Maledon,PG,21,CHO,39,2,16.9,1.9,4.7,0.404,0.6,1.8,0.319,1.3,2.8,0.459,0.467,1.4,1.6,0.871,0.3,2.2,2.5,2.7,0.7,0.3,1.1,1.2,5.8
297,Sandro Mamukelashvili,C,23,TOT,37,3,13.7,1.8,4.6,0.402,0.6,2.2,0.288,1.2,2.4,0.506,0.47,0.8,1.1,0.69,1.3,2.4,3.7,1.2,0.2,0.2,0.6,1.3,5.1
297,Sandro Mamukelashvili,C,23,MIL,24,0,9,0.8,2.4,0.328,0.3,1.3,0.219,0.5,1.1,0.462,0.388,0.5,0.8,0.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,0.8,2.4
297,Sandro Mamukelashvili,C,23,SAS,13,3,22.3,3.8,8.5,0.441,1.2,3.7,0.333,2.5,4.8,0.524,0.514,1.3,1.8,0.708,2.3,3.9,6.2,2.3,0.4,0.3,1.2,2.2,10.1
298,Terance Mann,SG,26,LAC,76,36,23.2,3.4,6.5,0.524,0.9,2.4,0.387,2.5,4.1,0.606,0.597,1.2,1.5,0.789,1,2.5,3.5,2.3,0.5,0.3,1,1.8,9
299,Tre Mann,PG,21,OKC,64,4,17.7,2.9,7.5,0.387,1.3,3.9,0.317,1.7,3.6,0.463,0.47,0.6,0.8,0.74,0.4,1.8,2.2,1.7,0.6,0.2,0.9,1.5,7.7
300,Boban Marjanović,C,34,HOU,27,0,5.2,1.2,1.9,0.66,0,0,0,1.2,1.8,0.673,0.66,0.7,0.9,0.75,0.6,1.3,1.9,0.3,0.1,0,0.4,0.3,3.1
301,Lauri Markkanen,SF,25,UTA,65,65,34.4,8.7,17.3,0.501,3.1,7.7,0.396,5.6,9.6,0.586,0.589,5.3,6,0.873,2,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.7
302,Naji Marshall,SF,25,NOP,71,21,24.2,3.4,7.7,0.435,0.9,3,0.305,2.4,4.7,0.518,0.495,1.8,2.3,0.798,0.7,3.1,3.7,2.5,0.7,0.2,1.3,1.5,9.5
303,Caleb Martin,PF,27,MIA,66,49,29.5,3.6,7.9,0.462,1.3,3.5,0.364,2.4,4.4,0.54,0.542,1.3,1.7,0.798,1.3,3.7,5,1.6,1,0.5,1.1,2.1,9.8
304,Cody Martin,SF,27,CHO,7,0,19.1,2,5.1,0.389,0.4,2,0.214,1.6,3.1,0.5,0.431,0.6,1,0.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5
305,Kenyon Martin Jr.,SF,22,HOU,77,44,27.8,5,8.8,0.57,0.9,2.7,0.319,4.1,6.1,0.682,0.619,1.8,2.6,0.68,1.5,4,5.5,1.5,0.5,0.4,1.2,1.8,12.7
306,Tyrese Martin,SG,23,ATL,13,0,3.5,0.5,1.2,0.375,0.1,0.4,0.2,0.4,0.8,0.455,0.406,0.2,0.2,1,0.2,0.3,0.5,0,0.1,0,0.1,0.2,1.2
307,Garrison Mathews,SG,26,TOT,51,0,12.8,1.3,3.6,0.366,1.2,3.3,0.353,0.2,0.4,0.474,0.524,0.8,0.9,0.896,0.2,1.2,1.4,0.5,0.5,0.1,0.4,1.2,4.7
307,Garrison Mathews,SG,26,HOU,45,0,13.4,1.3,3.8,0.353,1.2,3.4,0.342,0.2,0.3,0.467,0.509,0.9,1,0.911,0.2,1.2,1.4,0.5,0.5,0.1,0.4,1.2,4.8
307,Garrison Mathews,SG,26,ATL,6,0,8.7,1.3,2.7,0.5,1,2,0.5,0.3,0.7,0.5,0.688,0.3,0.5,0.667,0,1.2,1.2,0.3,0.2,0,0.2,0.7,4
308,Bennedict Mathurin,SF,20,IND,73,12,28,5.3,12.2,0.434,1.3,4.1,0.319,4,8.1,0.492,0.488,4.7,5.6,0.825,1.1,2.9,4,1.4,0.6,0.1,1.8,2,16.6
309,Wesley Matthews,SG,36,MIL,46,0,15.5,1.1,3,0.355,0.8,2.4,0.321,0.3,0.6,0.483,0.482,0.5,0.5,0.875,0.7,1.5,2.1,0.6,0.4,0.3,0.3,1.4,3.3
310,Tyrese Maxey,SG,22,PHI,57,38,33.4,7.4,15.5,0.48,2.6,6.2,0.427,4.8,9.3,0.515,0.565,3.1,3.6,0.841,0.4,2.5,2.9,3.6,0.8,0.1,1.3,2.2,20.5
311,Miles McBride,PG,22,NYK,59,2,11.8,1.2,3.3,0.358,0.6,2.1,0.306,0.5,1.2,0.449,0.456,0.5,0.7,0.675,0.2,0.6,0.8,1.2,0.6,0.1,0.4,0.9,3.4
312,CJ McCollum,SG,31,NOP,69,69,35,7.8,17.9,0.435,2.8,7.3,0.386,5,10.6,0.469,0.513,2.4,3.1,0.788,0.8,3.6,4.4,5.9,0.9,0.5,2.5,2,20.8
313,T.J. McConnell,PG,30,IND,72,6,20.2,3.6,6.8,0.532,0.3,0.8,0.436,3.3,6,0.544,0.556,0.7,0.9,0.841,0.6,2.4,3,5.2,1.1,0.1,1.9,1.3,8.3
314,Jaden McDaniels,SF,22,MIN,74,74,30.6,4.7,9.1,0.516,1.3,3.4,0.388,3.4,5.7,0.591,0.588,1.4,1.9,0.741,1.2,2.7,3.9,1.9,0.9,0.9,1.4,3.5,12.1
315,Jalen McDaniels,SF,25,TOT,74,22,24,3.5,7.7,0.453,0.9,3,0.32,2.6,4.8,0.535,0.514,1.5,1.8,0.833,0.8,3.6,4.4,1.6,1,0.4,1.2,2.7,9.4
315,Jalen McDaniels,SF,25,CHO,56,21,26.7,3.9,8.8,0.447,1.2,3.6,0.322,2.8,5.2,0.534,0.513,1.6,1.9,0.846,0.8,4,4.8,2,1.2,0.5,1.4,2.8,10.6
315,Jalen McDaniels,SF,25,PHI,18,1,15.7,2.1,4.3,0.487,0.3,0.9,0.294,1.8,3.4,0.541,0.519,1.2,1.6,0.786,0.8,2.2,3,0.6,0.4,0.1,0.5,2.3,5.7
316,Doug McDermott,SF,31,SAS,62,0,20.6,3.7,8.1,0.457,1.9,4.6,0.416,1.8,3.5,0.512,0.576,0.7,1,0.738,0.3,1.8,2.2,1.5,0.2,0.1,0.9,1.8,10
317,JaVale McGee,C,35,DAL,39,7,8.1,1.8,2.9,0.619,0,0.1,0.25,1.8,2.8,0.633,0.624,0.6,0.9,0.595,0.7,1.8,2.5,0.3,0.1,0.6,0.9,1.3,4.2
318,Bryce McGowens,SG,20,CHO,41,2,15.4,1.3,3.7,0.364,0.5,1.5,0.328,0.9,2.2,0.389,0.43,1,1.3,0.75,0.4,1.3,1.7,1,0.3,0.1,0.7,1,4.1
319,Rodney McGruder,SG,31,DET,33,12,15.9,1.9,4.6,0.408,1.2,2.9,0.423,0.6,1.7,0.382,0.543,0.5,0.7,0.818,0.6,1.6,2.2,0.8,0.5,0,0.3,1.2,5.5
320,Jordan McLaughlin,PG,26,MIN,39,0,15.9,1.5,3.5,0.426,0.5,1.8,0.292,0.9,1.6,0.578,0.504,0.3,0.4,0.786,0.4,1.1,1.5,3.3,0.8,0.1,0.8,0.6,3.8
321,De'Anthony Melton,PG,24,PHI,73,56,28.2,3.7,8.6,0.43,2.1,5.3,0.399,1.6,3.3,0.479,0.553,0.9,1.1,0.795,0.9,3.2,4.2,2.6,1.7,0.5,1.4,2.5,10.4
322,Sam Merrill,SG,26,CLE,3,0,3.7,0.3,1.3,0.25,0,1,0,0.3,0.3,1,0.25,0,0,,0,0.3,0.3,0.3,0,0,0,0.7,0.7
323,Chimezie Metu,C,25,SAC,62,0,10.6,2,3.3,0.592,0.1,0.6,0.243,1.8,2.7,0.669,0.614,0.7,0.9,0.759,0.7,2.3,3,0.6,0.3,0.3,0.5,1.3,4.8
324,Khris Middleton,SF,31,MIL,30,16,24.7,5.5,12.5,0.441,1.6,5,0.315,4,7.6,0.524,0.504,2.9,3.2,0.896,0.9,3.5,4.4,5,0.8,0.2,2.3,2.1,15.5
325,Patty Mills,PG,34,BRK,39,1,13.6,2.1,5.1,0.419,1.2,3.2,0.376,0.9,1.9,0.493,0.538,0.5,0.6,0.913,0.2,0.9,1.1,1.4,0.4,0.1,0.7,0.7,6
326,Shake Milton,SG,26,PHI,71,9,20.3,3.1,6.4,0.481,0.7,1.9,0.387,2.4,4.5,0.522,0.539,1.3,1.5,0.853,0.5,2,2.5,2.9,0.3,0.2,1.2,1.6,8.3
327,Josh Minott,SF,20,MIN,14,0,6.6,1.3,2.4,0.529,0.1,0.4,0.333,1.1,2,0.571,0.559,0.6,0.6,1,0.4,1.4,1.8,0.3,0.3,0.4,0.2,0.7,3.3
328,Davion Mitchell,PG,24,SAC,75,8,18.1,2.3,4.9,0.458,0.8,2.4,0.32,1.5,2.5,0.59,0.537,0.3,0.4,0.806,0.2,1.1,1.3,2.2,0.5,0.2,0.8,1.4,5.6
329,Donovan Mitchell,SG,26,CLE,65,65,35.6,9.8,20.5,0.476,3.6,9.4,0.38,6.2,11.1,0.557,0.563,4.6,5.3,0.871,1,3.2,4.2,4.5,1.5,0.4,2.6,2.4,27.6
330,Evan Mobley,PF,21,CLE,75,75,34.5,6.7,12.1,0.557,0.3,1.3,0.212,6.4,10.7,0.599,0.569,2.7,4,0.673,2.4,6.6,9,2.8,0.8,1.5,1.9,2.8,16.4
331,Isaiah Mobley,PF,23,CLE,11,0,3,0.5,0.9,0.5,0.1,0.3,0.333,0.4,0.6,0.571,0.55,0,0,,0.1,1,1.1,0,0.1,0.1,0,0.2,1
332,Chima Moneke,SF,27,SAC,2,0,4,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,1,0,1,0,1,0.5,0,0,1,1,1
333,Malik Monk,SG,24,SAC,73,0,22.3,4.6,10.3,0.445,1.8,5.2,0.357,2.8,5.2,0.533,0.534,2.5,2.8,0.891,0.4,2.2,2.7,3.9,0.6,0.3,1.9,1.6,13.5
334,Moses Moody,SG,20,GSW,59,3,12.7,1.5,3.4,0.45,0.7,2.1,0.341,0.8,1.3,0.62,0.554,0.6,0.9,0.692,0.4,1.2,1.6,0.8,0.3,0.1,0.5,0.8,4.4
335,Xavier Moon,SG,28,LAC,2,0,4.5,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,1,0,0,0,0.5,0
336,Wendell Moore Jr.,SG,21,MIN,27,2,5.5,0.6,1.6,0.405,0.1,0.6,0.118,0.6,0.9,0.6,0.429,0.1,0.2,0.8,0.1,0.5,0.6,0.7,0.3,0.2,0.3,0.5,1.5
337,Ja Morant,PG,23,MEM,57,55,32.1,9.5,20.4,0.465,1.5,5,0.309,7.9,15.4,0.515,0.503,6.4,8.5,0.754,1.1,4.7,5.8,8.1,1.1,0.3,3.4,1.7,26.9
338,Marcus Morris,PF,33,LAC,65,65,28.1,4.2,9.9,0.426,1.7,4.7,0.364,2.5,5.2,0.484,0.513,1,1.3,0.782,0.4,3.5,4,1.8,0.6,0.3,0.9,2.1,11.2
339,Markieff Morris,PF,33,TOT,33,1,9.7,1.2,2.8,0.413,0.7,1.7,0.411,0.5,1.1,0.417,0.538,0.3,0.3,1,0.4,1.5,1.9,0.8,0.3,0.2,0.5,1.3,3.3
339,Markieff Morris,PF,33,BRK,27,1,10.6,1.2,3,0.402,0.7,1.8,0.408,0.5,1.2,0.394,0.524,0.4,0.4,1,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6
339,Markieff Morris,PF,33,DAL,6,0,5.8,0.8,1.7,0.5,0.5,1.2,0.429,0.3,0.5,0.667,0.65,0,0,,0,0.5,0.5,0.5,0.2,0,0.7,1.5,2.2
340,Monte Morris,PG,27,WAS,61,60,27.6,4,8.4,0.482,1.3,3.3,0.383,2.8,5.1,0.547,0.558,1,1.2,0.829,0.4,3,3.4,5.3,0.7,0.2,1,1.2,10.4
341,Trey Murphy III,SF,22,NOP,73,59,30.3,4.8,9.8,0.484,2.5,6.1,0.409,2.2,3.7,0.607,0.612,1.9,2.1,0.914,0.8,2.9,3.6,1.4,1.1,0.5,0.8,2,13.9
342,Dejounte Murray,SG,26,ATL,69,69,36.4,8.2,18,0.458,1.9,5.4,0.349,6.3,12.6,0.504,0.51,2.1,2.6,0.827,0.7,4.6,5.3,6.1,1.5,0.3,2.1,1.4,20.5
343,Jamal Murray,PG,25,DEN,61,61,33.1,7.4,16.2,0.454,2.6,6.6,0.4,4.7,9.6,0.491,0.535,2.8,3.4,0.825,0.7,3.3,4,6.2,1,0.2,2.2,1.6,20.1
344,Keegan Murray,SF,22,SAC,74,72,29.7,4.3,9.6,0.446,2.5,6.2,0.407,1.8,3.4,0.518,0.578,0.8,1.1,0.756,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2,11.9
345,Mike Muscala,C,31,TOT,57,7,14.5,2,4.5,0.44,1.3,3.3,0.392,0.7,1.3,0.562,0.581,0.6,0.7,0.78,0.5,2.6,3.1,0.8,0.3,0.4,0.3,1.6,5.8
345,Mike Muscala,C,31,OKC,43,5,14.5,2.1,4.7,0.438,1.3,3.3,0.394,0.8,1.4,0.541,0.576,0.7,0.9,0.795,0.5,2.6,3.1,0.9,0.3,0.4,0.3,1.6,6.2
345,Mike Muscala,C,31,BOS,14,2,14.5,1.8,4,0.446,1.2,3.1,0.386,0.6,0.9,0.667,0.598,0.1,0.1,0.5,0.4,2.4,2.9,0.4,0.3,0.3,0.4,1.4,4.9
346,Svi Mykhailiuk,SF,25,TOT,27,3,11.1,1.4,3.4,0.429,0.9,2,0.472,0.5,1.4,0.368,0.566,0.7,1.1,0.633,0.3,0.9,1.1,0.9,0.3,0.1,0.3,0.5,4.5
346,Svi Mykhailiuk,SF,25,NYK,13,0,3.1,0.5,0.9,0.5,0.5,0.8,0.6,0,0.2,0,0.75,0.2,0.4,0.6,0,0.5,0.5,0.1,0.1,0,0.2,0.1,1.6
346,Svi Mykhailiuk,SF,25,CHO,14,3,18.6,2.4,5.6,0.418,1.4,3.1,0.442,1,2.6,0.389,0.538,1.1,1.8,0.64,0.5,1.1,1.6,1.7,0.6,0.2,0.5,0.9,7.2
347,Larry Nance Jr.,PF,30,NOP,59,1,21.1,3,4.8,0.612,0.2,0.7,0.333,2.7,4.1,0.66,0.636,0.8,1.2,0.685,1.7,3.9,5.5,1.8,0.9,0.6,0.6,2.1,7
348,Andrew Nembhard,SG,23,IND,70,58,27.3,3.6,8.3,0.438,1.2,3.6,0.345,2.4,4.7,0.508,0.512,0.6,0.7,0.804,0.4,2.2,2.6,4.3,0.9,0.2,1.6,2.4,9.1
349,Aaron Nesmith,SF,23,IND,68,55,24.9,3.4,8.1,0.426,1.5,4.3,0.358,1.9,3.8,0.504,0.522,1.6,1.8,0.848,0.8,2.9,3.7,1.4,0.8,0.5,1.1,3.3,10
350,Raul Neto,PG,30,CLE,45,1,10,1.1,2.1,0.532,0.3,0.8,0.324,0.8,1.3,0.667,0.596,0.5,0.6,0.889,0.2,0.7,0.9,1.4,0.4,0.1,0.4,0.9,3
351,Georges Niang,PF,29,PHI,73,0,19.5,2.8,6.5,0.442,2,5,0.404,0.8,1.5,0.57,0.598,0.5,0.6,0.864,0.2,2.2,2.4,1,0.4,0.2,0.7,1.9,8.2
352,Daishen Nix,PG,20,HOU,53,7,16.5,1.5,4.3,0.35,0.8,2.5,0.301,0.7,1.8,0.419,0.438,0.5,0.7,0.667,0.3,1.5,1.8,2.4,0.6,0.1,1.5,1.1,4.2
353,Zeke Nnaji,PF,22,DEN,48,5,13.2,2,3.4,0.58,0.3,1,0.271,1.7,2.4,0.711,0.62,0.8,1.2,0.672,1.2,1.2,2.4,0.3,0.3,0.4,0.5,1.9,5
354,Nerlens Noel,C,28,TOT,17,4,11.5,0.8,2.1,0.361,0.1,0.1,0.5,0.7,2,0.353,0.375,0.5,0.7,0.667,0.6,2.1,2.7,0.6,0.9,0.6,0.8,1.9,2.1
354,Nerlens Noel,C,28,DET,14,3,10.9,0.9,2.1,0.4,0.1,0.1,0.5,0.8,2,0.393,0.417,0.5,0.7,0.7,0.5,2.1,2.6,0.5,0.9,0.6,0.6,1.8,2.3
354,Nerlens Noel,C,28,BRK,3,1,14.3,0.3,2,0.167,0,0,,0.3,2,0.167,0.167,0.3,0.7,0.5,1,2,3,1,1,0.3,1.7,2.3,1
355,Jaylen Nowell,SG,23,MIN,65,2,19.3,4.3,9.6,0.448,1,3.6,0.289,3.3,6,0.542,0.502,1.2,1.5,0.778,0.6,2.1,2.6,2,0.6,0.1,1,1.6,10.8
356,Frank Ntilikina,PG,24,DAL,45,3,11.8,0.9,2.5,0.36,0.3,1.3,0.25,0.6,1.2,0.481,0.425,0.4,0.6,0.704,0.1,1.1,1.3,1.2,0.3,0.1,0.6,1.3,2.6
357,Kendrick Nunn,SG-PG,27,TOT,64,2,13.3,2.5,6,0.418,1,3,0.337,1.5,3,0.5,0.503,0.4,0.5,0.848,0.2,1.2,1.4,1.1,0.4,0,0.8,0.9,6.5
357,Kendrick Nunn,SG,27,LAL,39,2,13.5,2.6,6.4,0.406,1.1,3.2,0.325,1.6,3.2,0.488,0.488,0.4,0.5,0.81,0.1,1.3,1.4,0.9,0.3,0.1,0.8,0.9,6.7
357,Kendrick Nunn,PG,27,WAS,25,0,12.9,2.4,5.4,0.44,1,2.7,0.358,1.4,2.7,0.522,0.53,0.4,0.5,0.917,0.3,1.1,1.4,1.5,0.5,0,0.9,0.8,6.1
358,Jusuf Nurkić,C,28,POR,52,52,26.8,5,9.7,0.519,0.8,2.3,0.361,4.2,7.4,0.567,0.561,2.4,3.7,0.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6,13.3
